,MEL.IPI_Pat02.Tumor.SM.4DJZX,MEL.IPI_Pat03.Tumor.SM.4DJZY,MEL.IPI_Pat04.Tumor.SM.4DJZZ,MEL.IPI_Pat06.Tumor.SM.4DK12,MEL.IPI_Pat08.Tumor.SM.4DK14,MEL.IPI_Pat118.Tumor.SM.5X2QV,MEL.IPI_Pat119.Tumor.SM.7459N,MEL.IPI_Pat123.Tumor.SM.5X2R1,MEL.IPI_Pat126.Tumor.SM.5X2R4,MEL.IPI_Pat14.Tumor.SM.53U3C,MEL.IPI_Pat15.Tumor.SM.4DK1B,MEL.IPI_Pat16.Tumor.SM.53U3E,MEL.IPI_Pat19.Tumor.SM.4DK1F,MEL.IPI_Pat20.Tumor.SM.53U3I,MEL.IPI_Pat25.Tumor.SM.4DK1L,MEL.IPI_Pat27.Tumor.SM.4DK1N,MEL.IPI_Pat28.Tumor.SM.4DK1O,MEL.IPI_Pat29.Tumor.SM.4DK1P,MEL.IPI_Pat33.Tumor.SM.4DK1T,MEL.IPI_Pat36.Tumor.SM.53U3X,MEL.IPI_Pat37.Tumor.SM.53U3Y,MEL.IPI_Pat38.Tumor.SM.53U3Z,MEL.IPI_Pat39.Tumor.SM.4DK1Z,MEL.IPI_Pat40.Tumor.SM.4DK21,MEL.IPI_Pat41.Tumor.SM.4DK22,MEL.IPI_Pat43.Tumor.SM.4DK24,MEL.IPI_Pat44.Tumor.SM.4DK25,MEL.IPI_Pat45.Tumor.SM.4DK26,MEL.IPI_Pat46.Tumor.SM.53U48,MEL.IPI_Pat47.Tumor.SM.4DK28,MEL.IPI_Pat49.Tumor.SM.4DK2A,MEL.IPI_Pat50.Tumor.SM.53U69,MEL.IPI_Pat79.Tumor.SM.53U2S,MEL.IPI_Pat80.Tumor.SM.4DK36,MEL.IPI_Pat81.Tumor.SM.4DK37,MEL.IPI_Pat83.Tumor.SM.53U2W,MEL.IPI_Pat85.Tumor.SM.53U2Y,MEL.IPI_Pat86.Tumor.SM.4DK3C,MEL.IPI_Pat88.Tumor.SM.4DK3E,MEL.IPI_Pat90.Tumor.SM.4DK3G,MEL.IPI_Pat91.Tumor.SM.4DK3H,MEL.IPI_Pat98.Tumor.SM.4CU6L
LAMA4,40.98535538,72.19046783,175.4541931,117.9367599,206.3422394,209.9139252,101.3034668,88.14590454,44.44919586,135.4880981,122.8172684,92.50669098,87.54174805,56.57867432,40.87511444,56.49302292,25.52588081,63.32336426,11.71382046,96.07321167,308.0576477,111.4190369,96.88912201,63.5945282,36.67332077,78.5603714,115.0083847,153.1710205,160.3127594,26.56708336,51.8634758,69.64661407,75.39717865,75.07823944,114.3315277,13.68992043,34.85121155,142.2322693,87.17556,25.17340851,95.06192017,60.28849411
LAMB1,63.98395538,55.38179398,37.49743271,61.60474396,91.68956757,93.49259186,16.66841507,73.18476105,32.10277939,189.7359467,76.15890503,57.61668396,63.93380356,46.66614914,17.39369011,59.29745102,14.8767662,68.03334808,15.46429539,24.35726547,220.4782257,99.59294128,78.79866791,59.93195343,32.70362091,78.13343811,87.31394959,124.4770737,123.651062,33.31740952,50.0631752,23.83145142,85.44495392,77.52230835,61.117939,11.84297752,67.31706238,161.0434113,11.93467522,69.60918427,67.02911377,29.31076241
LAPTM5,234.2127838,16.9486599,29.52821159,45.92522049,24.71147347,31.7983284,7.32902813,5.435128689,17.15327644,46.46015549,2.330723524,7.100466728,91.30607605,14.51569843,10.45704174,86.1319809,49.57619858,50.01641464,13.21279907,6.169607639,57.60881424,97.55212402,43.50416183,23.97039413,21.49356842,59.22722626,1.033381105,3.263808966,76.74919128,25.35931778,59.27336121,11.06428719,9.080526352,50.25866699,22.16078758,24.49655914,163.3592682,26.77930832,41.64813995,17.84496689,49.70344162,33.9006424
LCK,7.403635025,0.456277162,2.061706781,11.04689407,2.630286932,4.000037193,1.152938724,0.743916929,1.23144567,2.138867855,0.194372058,3.406647682,5.258319855,1.11341095,1.16857338,1.432209492,5.03511858,9.081490517,0.267549425,0.147866964,1.004080892,8.06539917,4.162453175,0.613994062,0,7.451710224,0.009718411,0,0.92509228,0.360010058,13.71806812,0.842828929,1.577012539,2.579021692,0.257893741,6.633776665,23.0597477,0.563132107,7.78026247,2.430138826,2.586578846,1.9030478
LCP1,124.4482498,24.19611359,17.08225632,49.69953537,43.05140305,38.37833405,9.236219406,6.050606251,18.0932579,23.00551033,1.321050286,16.42417526,71.60748291,11.7900362,7.60589695,26.96177292,38.35686493,45.31506729,8.482290268,3.218167782,14.75698471,70.50652313,38.4814415,12.82633305,9.149704933,55.09375,2.694458246,0.804230213,23.52960396,5.8091259,68.96729279,7.217676163,7.678842545,24.08993149,25.19709778,23.87713051,75.93014526,12.26876736,38.73655701,23.43868256,26.55160713,17.83692169
LCP2,31.67279625,15.38678455,9.795214653,51.33832932,34.94484711,35.75239563,7.425976753,3.769907236,8.438637734,10.26086712,0.963670194,10.26822853,29.72916985,9.58088398,7.433748245,18.86889839,23.45082474,16.29023361,3.303913832,2.582135201,7.798098564,33.14161682,26.5611515,9.775935173,14.03543663,44.94166183,0.53858459,0.552867293,20.74362564,24.94110107,42.62625122,7.985001564,5.517050266,32.24537659,36.72554016,15.79812813,91.0426712,30.28964424,33.16752243,9.591692925,19.81245613,14.29386997
LHFPL2,2.919870138,1.552690864,2.224938154,2.030049801,3.802417994,1.155880809,3.313634396,1.612455487,1.763654947,2.179775,2.7626369,3.346716166,3.114042997,4.593661785,5.500493527,4.0440135,4.879835129,2.200293541,1.869833946,2.619844437,1.280644894,3.654141665,1.31551671,4.13759613,3.700310469,1.584028482,1.291706562,1.99595201,3.292469263,6.005325317,2.693849802,2.117179394,3.678207874,1.914789677,6.571725369,3.928151369,3.565967083,5.074201107,5.28137064,2.280641794,2.205878496,5.05525732
LILRB4,31.29798508,2.281124353,6.320566654,12.92011642,7.204594612,6.946527004,0.931345463,1.08409524,2.867336988,3.199530125,0.585040331,1.574360251,11.23931694,2.212632895,1.494524121,15.52510166,8.221299171,3.227742672,2.593366623,1.179147005,2.13800478,19.09539223,4.355449677,3.998546362,3.717651606,6.707430363,0.155063242,0.3122468,6.332587719,3.868731737,10.54279327,1.681111574,1.872012138,10.53096771,2.240919113,2.783238888,33.66210175,3.48042202,6.88173008,2.600137234,4.284754276,4.546001911
LMNB2,16.72176933,9.050909042,29.63261986,14.85573006,15.36896229,4.323000908,5.894526959,6.743304253,8.518968582,35.38113022,21.6068821,13.51581478,22.25610733,13.66993809,11.51180935,9.971340179,19.47232056,24.1230793,44.96126175,31.24412346,19.90392685,19.43450165,5.484618187,17.24026108,16.69779968,6.971636295,9.988941193,33.26309586,37.4642868,18.92830276,14.01957321,12.19404793,15.82170391,24.41503716,13.39719772,11.22540188,26.60147285,16.60590935,15.54383278,19.32396698,22.41645813,19.19548988
LOXL2,22.64672852,8.416213036,5.006211758,5.252264977,6.074590683,2.963538647,0.456054121,1.690497518,2.94606185,34.146492,2.439688444,1.112676978,13.29287338,5.154192925,1.483913899,7.147418976,3.903450966,4.524719715,3.477654219,2.709523678,21.0302906,10.34977913,7.407558441,20.17717552,9.439694405,9.885412216,2.124758482,5.434420109,19.27670097,8.734164238,1.814581156,2.047178984,2.923734665,5.045109749,6.022104263,3.4681952,15.42077732,3.26807332,3.227619171,6.135820389,12.22597408,4.546016216
LRMP,1.531487584,1.490057468,0.686463296,5.381131172,1.352617383,4.628299236,1.367381215,0.642055273,1.203132749,1.713484287,0.293495804,1.056348324,2.819149494,0.971321404,0.97228086,1.655570388,1.325485349,5.635036945,0.261825889,0.335381508,0.585323095,2.654175043,5.170139313,0.92344749,0,4.490320683,0.149297059,0.105881281,1.721596718,0.267256826,5.224220753,0.754184008,0.610752881,1.261592865,0.518086612,1.341358662,5.085935593,2.528068066,2.707888842,1.247392774,1.941660523,0.88281697
LRP1,358.3352661,102.9033432,57.66268158,104.8735733,41.88984299,113.7113113,44.23312378,82.82605743,50.16436005,49.14154434,20.02354813,14.09593773,200.3377991,21.64022636,31.18817329,131.6690063,43.92818832,48.64483261,32.40135956,99.66794586,28.50138855,50.95090866,160.8649292,74.23405457,56.79141235,172.3746033,123.8022995,61.83930969,83.87177277,70.53058624,61.17385864,17.02938843,48.47086334,68.37731171,143.0965424,56.82021713,128.4807739,27.38895035,22.31771088,42.77760315,73.94023895,39.35486984
LRRC17,0.784715056,0.90907985,0.218090966,0.723420322,0.620219111,1.354040742,0.569764793,0.303709418,0.512223303,1.17017746,1.103471756,0.288853467,0.997239947,1.020932317,2.111005783,0.729981959,0.128476456,0.398803204,0.325825036,0.607218087,0.733669341,0.43531692,4.40756464,1.806086421,2.269998074,3.153788567,0.328229606,0.875696123,4.594234943,0.191857666,0.38031286,1.297347546,0.189360783,0.498626888,0.111667991,0.281849116,0.633130252,0.85971117,0.082569942,0.479782462,0.917112231,0.415414929
LRRC40,2.138774395,5.276725769,9.237861633,4.307514668,5.92937851,7.495825291,13.47927666,6.677509785,8.038973808,7.108185768,2.769120216,5.047924519,4.967386246,11.51675797,4.158580303,3.743983984,5.584700108,4.554360867,6.153468609,6.96094799,5.293796539,3.568338394,6.397258759,6.984672546,1.574201226,6.306825638,6.08886385,7.47183609,7.897010803,5.446722031,5.913633347,4.498431206,4.996058941,4.459229469,4.274668694,2.99338913,5.365442276,5.857340336,4.563678742,5.16472435,3.79865551,7.013154984
LSM3,1.50274384,4.689861298,4.781964302,4.324346542,7.531636238,8.759767532,11.35061169,8.817398071,11.47935867,6.72348547,4.944252491,6.895268917,5.343585014,7.51248169,3.302718639,3.57055068,6.342019081,4.589202404,8.369212151,5.761189461,9.47284317,7.882993698,6.900112629,5.415851593,5.518075466,5.564021111,5.113363266,3.139166594,4.545692921,4.612803936,3.48482132,5.207427979,4.524656296,5.978421688,2.388765335,3.286130428,3.321684122,3.308925867,5.060576916,8.150774956,5.740660667,6.476922989
LSM4,10.56699753,8.632087708,26.48329163,16.74291611,16.60817528,5.685648918,6.378901482,7.396813393,15.48880482,20.22117424,22.68851089,19.13244438,20.58443451,18.3381424,15.10497952,17.67399216,16.33114624,24.02144623,31.84263802,19.67600822,8.6756773,17.12988472,4.630125523,10.29319,11.89518738,5.24938345,12.99908257,24.88020515,16.84935951,17.25881195,12.857934,18.65947533,14.13252354,27.80734062,16.4624958,14.9881916,15.1681385,17.75669479,10.94682693,19.98934937,32.82526398,16.79621506
LST1,3.02353406,0.654031277,0.72266829,3.513038874,1.153408289,1.270880818,1.232965231,0.408431172,0.824804127,1.288554072,0.088534489,0.41020608,2.53799057,0.483281553,0.502788782,1.71576941,1.824517608,1.65945971,0.205648914,0.307971954,0.523705006,3.16046834,0.85220021,1.107693434,0,1.840300083,0.119519189,0.026236119,2.205743551,0.652770102,2.920482636,0.29957512,0.407446533,1.04495275,0.898629904,0.531208038,5.141756058,1.053108096,1.289849997,0.903302074,0.8090716,0.838163734
LTB,7.368396282,0.678630412,0.766512215,24.00615883,4.495013237,2.937378645,0.351916909,0.346568376,0.790522277,8.705702782,0.156509727,3.190682888,7.11128521,1.014524818,0.657357335,1.495343208,0.403168768,23.01098442,0.227214113,0.181475818,0.852707267,5.177715302,16.46765327,0.717073083,0,3.801550865,0.118847221,0.162329137,1.710208297,0.727493763,7.434754372,1.191563368,1.458560705,2.031974077,0.66969645,3.745321989,7.789269924,0.59951967,2.858854771,4.083352089,1.918645024,1.196750641
LY86,2.749266863,0.86747992,1.363956571,2.996307135,0.910919666,4.318216801,1.069358349,0.719477475,1.620613456,1.773335695,0.09138231,0.658623517,3.457908869,0.886803269,0.908182681,6.918712139,0.998669446,3.153298378,0.5218153,0.322923929,1.213867903,3.082890749,2.143422604,1.417077184,0,5.136463165,0,0.018053357,5.032691002,1.347534418,2.77354455,0.968862057,0.799049735,3.197627306,0.933597684,1.309107304,3.812441826,2.161682844,0.874111772,1.589448094,2.281238556,0.976037502
LYAR,4.885896683,4.720892429,11.7477169,9.282926559,9.111432076,9.082333565,13.29207134,11.85696888,11.87002945,8.764437676,15.43317223,17.902565,8.634111404,17.53399277,7.184397221,13.31898975,13.02149677,10.1721735,8.74508667,12.31792545,14.21082211,15.46518707,4.824872494,12.25463104,6.803191185,6.877292633,12.95211697,18.0390358,7.16213274,10.54162979,7.733746052,8.421174049,11.0493412,15.70143223,4.915919781,9.729722023,8.268893242,10.66031456,9.184977531,7.331159115,9.062011719,17.34155273
LYN,15.57922935,6.651409626,13.8314743,19.43797684,10.01899433,16.29347038,5.705873966,4.756762028,6.997997761,101.00634,0.390905738,3.986296654,17.88536263,8.209733963,5.677572727,14.40659523,19.3778801,12.95550919,3.612818003,1.856824398,4.525204659,25.38471603,11.29727745,7.346374035,2.00470829,19.08243179,2.824375391,1.213874221,11.95055389,5.774932385,27.33704758,4.187966824,2.483121157,7.779577255,3101.852051,17.81396866,37.68964386,7.841025353,14.96078873,17.95637131,10.09223557,13.9689846
LYZ,234.322052,79.97254181,32.34274292,470.2882385,269.769928,194.9809265,40.0760994,26.0017128,112.9134216,150.1477203,4.071382046,26.97275543,431.1817322,10.14758873,5.489335537,331.4771423,90.80882263,126.7062912,24.65852737,7.151510716,58.85489273,332.6349487,186.3125458,159.6023407,16.72901154,143.3855286,4.873633862,1.445291877,83.62944794,66.0870285,306.5212402,48.44693756,65.91129303,353.9537048,28.19131279,113.6202011,280.5548401,24.53923607,272.7055054,67.42150116,30.00323868,21.04793549
MAGOHB,3.304063797,4.597742081,5.803515434,5.242937565,7.383561134,8.055670738,10.48709965,6.18559742,8.055326462,5.647239685,7.559914112,3.632459402,6.381132603,4.394188404,4.7082057,6.623910904,3.762085676,4.477790356,4.443415165,7.46141243,9.880326271,6.123440743,3.546091318,4.718166828,0,3.17570591,3.472766876,6.876441479,6.057953835,5.318160057,5.616472244,4.707534313,2.379845381,8.762419701,2.288214445,5.860410214,5.258252621,7.536034107,2.845041513,8.631493568,4.271080971,4.48270607
MAP3K8,10.43103504,5.608009338,3.913636923,6.667080879,2.761061907,7.96598053,2.787811756,1.420416236,2.102811813,3.137600422,0.420054168,2.186268807,7.598225594,1.671936631,1.789120674,3.657537937,2.646125555,3.994460821,1.942265868,0.441833258,1.271790266,4.965352058,13.18947697,2.4130795,1.274563789,11.0907774,0.86476934,0.809106588,3.024811983,1.440817595,7.521316528,1.829977632,1.203379989,2.671382189,0.877794385,4.255255222,7.370740414,2.938618898,4.520252228,2.519402742,5.383487701,1.510377169
MAPRE1,19.36932564,19.4115448,33.31811523,21.6216774,28.64050484,28.75819588,30.61750221,53.58572006,34.95218277,33.70963287,29.07044411,18.55357742,25.65673447,21.69919014,29.72213936,30.94546127,31.66381645,20.84431458,40.14740753,16.75758934,24.02365494,30.21990585,15.41191006,22.04389381,19.90467453,19.78397369,20.68099594,28.18732643,29.25224113,28.37087059,21.37175751,20.62380219,36.03715897,27.94043732,23.49441338,20.34442902,27.15373611,20.64305115,25.64610481,32.53368378,23.41333199,28.11787224
MARCKSL1,1.170783758,0.518567681,13.37042713,8.970993996,9.830261231,4.616891384,6.975342751,9.063830376,10.4432478,14.38629627,22.11545181,6.759749413,4.771392345,4.60691452,11.164258,11.11132717,17.65356636,4.792998314,20.62216187,19.32863045,9.102580071,6.477459431,2.440750837,6.610954762,0,2.200775623,13.99883556,8.873028755,18.43779564,18.88651848,4.059058189,8.291522026,12.57406712,9.128530502,4.355424404,2.027558804,3.001703024,5.992224693,11.11948395,11.48176479,12.7980566,9.531707764
MARVELD2,0.080538034,2.379556894,0.052499328,0.552955031,0.437681466,1.877276421,0.391871423,0.013846512,0.232457399,0.052722286,0.007503676,0.06953343,0.210803405,0.624642611,0.030184558,0.136266545,0.166350469,0.843877733,0.204798073,0.728368342,0.070083521,0.139328107,0.067246385,0.137516916,0,0.16824083,0.040519044,0.551458478,0.101672471,0.07697399,1.574994564,0.025390267,0.062159099,0.05209659,0.005973547,0.265944779,0.146815524,0.139177933,0.114289388,0.122493923,0.060209796,0.065573491
MCM3,12.01159,15.27911949,49.84808731,26.26737976,34.92554855,9.917078972,19.62502289,14.95804501,29.54823494,59.21387482,33.00005722,39.65823746,45.19788742,53.7973938,48.88475418,29.61460495,42.73856354,44.87266159,35.02946472,75.18637085,55.5023613,45.88968658,13.96086502,45.69604492,62.90987778,13.82736206,37.84996796,67.89665222,44.0646019,18.7636013,26.34962273,21.94278336,43.1536026,51.19391632,15.62645054,17.58292198,25.84253883,35.86241913,58.11042404,37.11103439,69.31774139,39.5638237
MCM7,14.55575562,22.3835907,59.3577919,35.63883591,37.38938522,13.90020657,12.21374702,20.35248947,21.94557953,100.4501724,69.31371307,58.16938019,48.08633423,33.2519989,30.55330276,49.13573074,24.89778709,80.57674408,33.76083374,65.98212433,72.07951355,56.56202698,26.17837334,21.1087265,45.1890831,15.26381016,45.58372116,48.74499893,117.8537521,33.61009979,27.89185333,31.60062981,24.6510582,74.83608246,23.71678925,11.06920528,34.93215179,48.72587204,27.47765732,79.18349457,56.95091629,31.54689598
MCTS1,1.531111121,6.298638821,5.333090782,7.393153191,8.282648087,11.70679665,13.34803677,10.84989548,12.37287521,4.483927727,4.554859161,15.25880051,6.701274395,7.639629841,10.24408436,7.20510006,10.92751694,6.201855183,8.240442276,11.36935711,15.12072468,7.590789795,5.219651222,12.63306904,13.38321018,7.844801903,8.227210045,7.48032856,7.103359699,7.580770969,7.566012859,6.997253418,7.21374464,5.135140896,6.22572279,7.248022556,4.636291027,12.11400318,9.365416527,10.6420517,4.786906242,7.677940846
MERTK,43.38080597,7.234459877,6.221385002,10.9979248,4.01832819,22.48749924,6.240907669,4.005992889,10.42559433,20.72967529,45.50466156,9.456782341,11.17867661,26.8397522,50.49464035,31.37592506,4.447988033,29.75500488,3.674624205,19.16069794,10.98123837,19.61450768,38.47425461,20.7672081,104.3255539,21.47141838,1.067081451,16.36346245,32.59723282,7.964529991,8.687567711,20.08173943,2.834647179,10.99982834,6.646781445,16.76002884,41.10510635,30.17226982,7.925189018,9.123723984,24.21884918,20.48686218
MET,1.436905265,8.147740364,6.313670635,1.725368381,23.56627083,6.055925846,104.3052597,0.598395467,1.600849986,12.09848499,120.4732819,9.957402229,5.670169354,105.4426575,197.9802246,20.7393055,7.616906643,288.1105957,15.7985096,0.63991034,19.42860794,21.51416397,20.88585472,402.6634827,164.044632,5.9929986,0.537852526,46.49711227,0.998566091,12.05092239,20.92054176,76.4491272,10.67645073,5.826389313,10.89830589,242.3455658,3.295444727,163.8532715,7.992040157,5.795354843,2.922636986,62.87090302
MFSD11,7.72641182,14.49127483,7.693233013,11.99993324,11.8178215,9.605977058,19.79116821,13.2568512,12.08633327,10.2779007,12.04569054,52.71748352,12.20352173,20.94011116,14.82731152,9.543912888,8.137556076,26.69947433,10.55312443,17.94545746,10.12130833,9.80582428,17.39978027,21.5632782,10.86990356,14.76727104,8.936694145,13.06639385,16.55183983,12.56529808,15.26040363,20.55634117,11.80842972,12.66796112,12.75017357,15.76242256,11.62170506,9.196445465,12.96868706,6.474608898,25.57108307,12.12553024
MKKS,2.043015719,8.55155468,11.5373106,10.83397388,10.5849638,10.94644356,24.45169449,11.29543018,15.2495985,8.825559616,11.90307713,18.91584587,10.30613232,19.89433479,30.06469154,11.032794,15.05156326,7.733590126,8.8786726,9.613103867,8.208055496,15.24054623,16.3352375,13.72884846,8.988472939,9.805487633,9.261392593,15.44205284,9.622598648,8.477511406,9.777821541,17.98777199,6.21535635,12.58682728,13.57059383,13.07299423,6.812169075,14.51800156,15.9670887,16.04613113,10.67833424,12.07085514
MLF1IP,1.713643313,11.56495762,26.20283127,6.32004118,5.551177025,7.019928455,16.14664459,9.962308884,24.39256096,7.356534481,16.74138641,24.47504807,7.440723419,24.361269,4.339235783,23.26322937,9.037507057,21.03051567,19.17864418,18.46740913,45.34661865,31.1903553,3.262899876,20.70713234,13.84145164,4.3681283,24.9482193,18.39799881,19.52978516,9.081068039,9.574814796,14.68680763,6.780879498,17.24164581,1.652323127,2.342377424,14.16715813,11.0544796,8.906477928,6.495945931,6.680075169,21.21921539
MMP1,4.011116028,17.65752411,6.252679348,4.824490547,0.567822039,1.984116077,0,0.007007601,2.276168823,12.05785561,0.075950913,0.082110629,0.838245452,4.387763023,0.044929832,13.68973446,1.132395148,0.287331611,1.356225967,0.761145592,0.212811992,0.610779464,0,13.70508289,0,0.895798862,0.166614011,0.371367604,3.86746645,0.304342747,1.081092358,2.20374012,0.314581811,2.088158131,0.702884793,0.010597823,0.271261513,0.474682421,0.050296415,3.79707861,0.152358279,0.082965449
MMP11,10.76930046,14.892169,1.499780893,0.482290119,0.283307344,1.333236694,0.451925278,0.400352448,3.80142498,3.689062834,1.201614857,5.12753582,2.908799887,4.737222672,0.558134973,4.734581471,0.757337749,2.640269995,2.539148092,1.669741035,1.101512075,6.808691979,0.420995504,7.560095787,0,4.090085506,0.12391407,1.424335837,10.38262272,4.52252245,0.248866245,1.908722282,3.005645514,5.475205421,8.414402962,4.213422775,18.52096558,0.61909759,0.230861828,2.153585434,3.025463581,3.070815563
MMP14,50.41196823,39.62580872,125.8231201,31.48255157,38.48578262,33.98397064,33.13751221,67.61365509,49.9881897,52.46511078,76.30973053,50.62683487,41.50295258,18.82435989,27.25156212,59.27281189,32.085186,44.99913406,92.55203247,52.30767059,51.68376541,51.18530655,26.33228111,140.2298584,45.45608139,48.2016716,63.85137558,67.67047882,34.23106766,103.7904892,35.1908226,57.42764664,64.85803986,65.11990356,73.93000031,27.73716164,45.07824707,34.04316711,30.54985809,45.13157654,65.57780457,40.95476532
MMP17,1.239109874,1.920802236,0.156274378,8.054501534,14.67538643,2.343514681,3.261129379,3.07929492,3.452492952,2.524026632,5.728138447,4.920774937,2.745041132,5.329339504,9.559578896,7.23267746,2.497243881,7.757429123,4.572156906,3.426564694,1.790069342,5.887531281,0.799969792,1.55028224,15.0852232,0.580565989,0.831644356,9.435338974,4.969595432,8.613083839,11.37190247,8.305160523,12.02685547,31.95656586,28.53916931,6.828537941,3.084682465,6.998768807,7.147632122,14.4926548,1.835621715,6.001371384
MMP19,47.7587738,1.774201512,0.326713115,2.745773792,1.110316277,0.894126177,0.166048944,0.135559231,0.502407134,1.317546845,0.410020441,0.216359764,5.490063667,0.283657044,0.230425715,1.963362575,0.154697701,0.608124256,0.957360506,0.415997744,0.289875418,1.253237724,4.034598351,0.930253863,1.036765575,2.781077862,0.299821496,0.369576365,2.04603219,0.646243513,0.521095455,0.219670191,0.133659959,2.384105921,0.346810818,0.531597376,1.363592982,0.158438444,0.386545748,0.301302046,2.688373089,0.587853491
MMP2,488.6254272,247.6048889,21.80821228,131.7187653,17.76589775,165.9100342,11.13426304,1.452418685,64.23706818,92.20653534,131.3867188,27.56316757,168.8379517,19.54044724,73.26039886,209.5839233,0.994418025,12.58296967,18.38834,213.8905182,3.366419554,26.76725578,288.8324585,46.92525101,36.81326675,490.4098206,12.58071041,37.98884201,102.552002,23.66620445,79.42394257,25.56811142,68.33501434,90.12741852,20.7384491,22.67007065,107.1276093,35.57707977,1.077945352,13.59426308,57.75155258,24.25288582
MNAT1,1.099348664,2.881964445,6.845968247,2.964870691,6.441081047,7.560663223,5.085308075,10.22898579,7.068222523,2.710078955,3.81853652,7.772989273,2.618774891,7.49658823,5.101460457,5.311972618,5.917804241,2.400334358,7.536449909,3.530830145,9.055540085,4.233413696,2.635955811,5.717976093,5.913378239,2.884586096,7.132208347,5.674127102,3.795915842,5.341526985,4.444482803,4.855097294,4.310661316,3.467196703,4.111340523,4.639869213,3.555859566,5.20108366,4.339560032,7.548750877,2.546553612,5.078177929
MNDA,4.369524002,1.867200971,1.262576222,11.49747753,2.953065634,10.12670898,2.883150101,1.203493238,4.861266136,2.67446208,0.099918418,1.997704387,7.988877296,0.942093909,0.937132955,5.864554882,1.945667505,1.324574709,0.759572625,0.517595768,2.007852554,7.359369755,5.43901825,2.81077528,4.409904003,8.197400093,0.116493486,0.139972702,3.565306425,1.304520249,10.52422619,1.020432353,1.086886883,3.48623085,0.860514164,1.247187257,14.35912609,1.670152783,1.985047221,2.102450848,2.518626928,1.461901665
MPP1,22.91369629,9.230244637,14.46832943,13.97576141,11.28211117,9.065609932,7.515081883,3.56370759,7.180007458,9.282367706,4.177364826,4.973064423,16.77244759,4.828577519,11.32686329,26.05209923,12.53999233,6.707418442,6.049771786,7.575819016,3.423300028,26.29228401,12.74440002,13.40238285,20.03392792,15.04676247,8.703251839,9.226013184,10.37249947,11.44568348,12.22382927,11.34666252,7.374353409,10.38100719,9.931097031,9.382923126,19.63781548,11.22751331,16.27014732,8.775876045,8.784534454,18.5023365
MRPL12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRPL37,11.37757969,15.83774281,22.35656738,16.43145561,12.68194962,14.77452278,32.35142899,26.38141823,27.17827797,23.36955643,18.09679985,13.57492447,21.30260658,28.62181473,20.15646362,29.82657814,33.15250015,32.46595764,32.60485077,22.61067581,34.79885483,19.96234131,16.18380737,31.85240746,24.52158546,11.05513954,35.30754089,17.76754761,20.27719116,24.37697601,16.94192123,17.70294189,20.76557541,27.08697319,14.56738853,14.76690006,17.59292793,25.33171654,19.40223694,15.72799778,29.13795662,26.86898994
MRPS16,29.17040825,28.93359566,55.91244125,46.85505295,35.71583176,18.80051994,38.61528778,35.51837921,36.7519722,34.01436234,45.75689316,34.03544998,41.6285553,28.30646896,38.20415497,34.84862137,51.17328644,60.67313766,58.59799194,30.31767654,39.19764328,33.51800156,39.26818466,25.85525131,70.38754272,18.55607986,49.55738449,28.94067955,35.38608933,73.84289551,29.20645714,27.04095268,56.82158279,34.94897461,25.62304306,63.42617035,27.3586483,34.9356308,49.34994125,45.08737946,41.8808136,25.50876808
MRPS28,2.49514842,2.845695734,3.273541212,3.497850895,5.869267464,2.090247154,2.556116104,1.811730743,4.039325237,6.882147789,9.799429894,3.482385397,2.50417614,3.58311224,5.459109783,3.622387648,5.175426006,2.914439678,4.021327019,4.106000423,5.369503021,5.721046448,0.916926146,4.81538868,4.530934811,2.859772444,3.401734829,3.540043593,2.186472178,7.874397755,3.365376949,7.4906497,5.016634941,4.800071716,3.506805897,14.43937588,2.689780474,5.810283184,3.609344959,8.401199341,5.142219067,7.802368164
MRTO4,8.934498787,7.0083251,11.68108463,8.409667015,10.43557262,5.012088299,8.550582886,11.18385887,9.466620445,12.41452789,19.38479042,12.02462006,10.75347424,6.501675606,9.362466812,12.88932037,11.19855404,14.41178513,12.53726959,14.92110825,11.92675877,8.244638443,7.089632511,10.16822433,0,3.408463717,16.28834534,14.95812988,10.21849346,13.28559875,7.394972324,8.330160141,11.6638813,25.3946743,6.831204891,5.654380798,6.798625946,12.74741173,6.325671196,7.548230648,12.21395206,12.47869873
MS4A1,0.373460054,0.084717788,0.0441297,9.971901894,1.105242133,1.230044127,4.339567661,0.336474419,1.112147927,0.851809382,0.068808138,2.146641731,5.015084744,6.361753464,0.598355055,0.037300117,0.163821638,26.7734375,0.03995708,0.017096628,0.069621563,1.293373704,38.51457214,0.275848061,0,0.52228713,0.066764072,0.050976135,0.131578669,0.060658611,9.026613236,0.215364829,0.831241608,0.143316537,0.037659168,2.02584362,2.460179567,0.651997805,3.430763006,2.123663425,0.567455888,3.360412359
